Mineral,Category,Group,Formula,IMA status,Crystal system,Crystal class,Space group,Color,Crystal habit,Twinning,Cleavage,Fracture,Mohs scale,Luster,Streak,Diaphaneity,Specific gravity,Optical properties,Refractive index,Birefringence,Paleochroism,Melting point,Solubility,Common impurities,Other characteristics
Jurbanite,Sulfate minerals,P21/n,AlSO4(OH)·5H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Colorless,Small crystals and stalactitic forms,Unknown,Unknown,Unknown,2.5,Vitreous,Unknown,Transparent,1.786,Biaxial (-),nα= 1.459 nβ= 1.473 nγ= 1.483,δ = 0.024,Unknown,Unknown,Soluble in water,Unknown,Unknown
Kaatialaite,Arsenate mineral,P21/n(no. 14),Fe(H2AsO4)3·5H2O,Unknown,Monoclinic,Unknown,Unknown,"Greenish blue, gray, yellow, white",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,White,Transparent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kadyrelite,Minerals,Unknown,"Hg4(Br,Cl)2O",Unknown,Isometric,Unknown,Unknown,Bright to dull orange,Unknown,Unknown,None,Unknown,2.5–3,"Adamantine, Vitreous",Orange-yellow,Unknown,8.79,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kaersutite,Inosilicate,C2/m,NaCa2(Mg3Ti4+Al)(Si6Al2)O22(O)2,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Dark brown to black, yellow-brown, green-brown, or red-brown inthin section","Prismatic phenocrysts, granular aggregates",Simple or multiple twinning parallel to {100},"Perfect on {110}, intersecting at 56° and 124°",Unknown,5–6,Vitreous,Pale brownish-grey,Semitransparent,3.20–3.28,Biaxial (−),nα = 1.670–1.689 nβ = 1.690–1.741 nγ = 1.700–1.772,δ = 0.030–0.083,"Strong; X = yellow, yellow-brown; Y = red, red-brown; Z = deep brown, dark red-brown.",Unknown,Unknown,Unknown,Unknown
Kainite,Sulfate minerals,C2/m,KMg(SO4)Cl·3H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Colorless; yellow, brownish, greyish-green, red, violet, blue","Crystal aggregates, fibrous, massive",Unknown,"{001}, perfect",Splintery,2.5–3,Vitreous,White,Transparent,2.15,Biaxial (−),nα= 1.494 nβ= 1.505 nγ= 1.516,δ = 0.022,"Visible: X = violet, Y = blue, Z = yellowish",Unknown,Unknown,Unknown,Unknown
Kainosite-(Y),Silicate mineral,Pmnb,664.14 g/mol,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Unknown,Unknown,Unknown,{110} Good,Brittle and uneven,5–6,Unknown,White,Transparent to translucent,Unknown,Biaxial (-),nα = 1.662–1.665 nβ = 1.682–1.689 nγ = 1.687–1.692,Maximum Birefringence:	δ = 0.025–0.027,Unknown,Unknown,Unknown,Unknown,high relief
Kalinite,Sulfate minerals,C2/c,456.37 g/mol,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,White to pale blue,Fibrous,Unknown,Unknown,Conchoidal,2 to 2.5,Vitreous,White,Transparent,1.75 (observed) 2.0 (calculated),Biaxial (−),"nα= 1.429 to 1.430, nβ= 1.452, nγ= 1.456 to 1.458",None,Unknown,Unknown,Soluble in water,Unknown,"Not fluorescent, barely detectable radioactivity"
Kalsilite,Tectosilicateminerals,P6322(no. 182),KAlSiO4,Unknown,Hexagonal,6 2 2 – Trapezohedral,Unknown,"Colorless, white, gray",Unknown,Unknown,Unknown,Unknown,6,"Vitreous, greasy",White,"Transparent, Translucent",2.59–2.62,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kamacite,Meteorite mineral,Im3m,56.13 g/mol,Unknown,Isometric,Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,"Iron black, steel gray",Massive – uniformly indistinguishable crystals forming large masses,Unknown,Indistinct,"Hackly – Jagged, torn surfaces, (e.g. fractured metals).",4,Metallic,Gray,Unknown,7.9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Non-radioactive, magnetic, Non-fluorescent."
Kambaldaite,Carbonate minerals,P63,NaNi4(CO3)3(OH)3·3H2O,Unknown,Hexagonal,Pyramidal (6)H-M symbol: (6),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kamiokite,Oxide minerals,P63mc,527.5 g/mol,Unknown,Hexagonal,Dihexagonal pyramidal (6mm)H-M symbol: (6mm),Unknown,"black, gray",tabular,none,perfect {0001},even,4.5,"metallic, sub-metallic",black,opaque,Unknown,"anisotropic, uniaxial negative",Unknown,Unknown,"distinct, gray to dark greenish gray",Unknown,Unknown,Unknown,Rotation tints of brownish yellow
Kampfite,Phyllosilicateminerals,Cc,Ba12(Si11Al5)O31(CO3)8Cl5,Unknown,Monoclinic,Domatic (m)(sameH-M symbol),Unknown,Light blue gray,Irregular grains or anhedral crystal inclusions,Unknown,Good on {001},Uneven,3,Vitreous,White,Translucent,3.45,Uniaxial – (strongly pseudohexagonal),nω= 1.642 nε= 1.594,δ = 0.048,Unknown,Unknown,Unknown,Unknown,Unknown
Kaňkite,Arsenate mineral,Unknown,257.82 g/mol,Unknown,MonoclinicUnknown space group,Unknown,Unknown,Yellowish–green,Tabular spearlike crystals in spherulites and botryoidal encrustations,Unknown,Unknown,Uneven,2–3,Dull to vitreous,Grayish yellow,Translucent,2.60 – 2.70,Biaxial,nα= 1.664 nγ= 1.680,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kanoite,Inosilicateminerals (single chain),P21/c,246.73 g/mol,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Light pinkish brown,Unknown,Polysynthetic,"Perfect on {110}, {110} - {110} = 88°",Unknown,6,vitreous,Unknown,Semitransparent,3.66,Biaxial (+),nα= 1.715 nβ= 1.715 nγ= 1.728,0.0130,Unknown,Unknown,Unknown,Unknown,Unknown
Kaolinite,Phyllosilicateminerals,P1,"Al2Si2O5(OH)4, or in oxide notation:Al2O3·2SiO2·2H2O",Unknown,Triclinic,Pedial (1)(sameH-M symbol),Unknown,"White to cream, sometimes red, blue or brown tints from impurities and pale-yellow; also often stained various hues, tans and browns being common.","Rarely as crystals, thin plates or stacked. More commonly as microscopic pseudohexagonal plates and clusters of plates, aggregated into compact, claylike masses.",Unknown,Perfect on {001},Unknown,2–2.5,Pearly to dull earthy,White,Unknown,2.16–2.68,Biaxial (–),"nα= 1.553–1.565,nβ= 1.559–1.569,nγ= 1.569–1.570",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Karlite,Borate mineral,P212121[2],412.74 g/mol,Unknown,Orthorhombic,Disphenoidal (222)H-M symbol: (222)[2],Unknown,Unknown,"Acicular, fibrous, rosette like and fibrous aggregates",Unknown,Perfect on {001},Unknown,5+1⁄2,Silky,White,Semitransparent,2.80-2.85,Biaxial (-),nα= 1.589 nβ= 1.632 nγ= 1.634,δ = 0.045,Unknown,Unknown,Unknown,Unknown,Unknown
Kasolite,Minerals,P 21/a,587.33,Unknown,Monoclinic,PrismaticH-M symbol: 2/m,Unknown,"Reddish orange, yellow, yellow brown, green, gray green",Unknown,Unknown,"Perfect on {001}Good on {010}, {100}",Uneven,4 - 5,"Resinous, Greasy",Light brownish yellow,"Transparent, translucent, opaque",5.83 - 6.5,Biaxial (+),nα= 1.890nβ= 1.910nγ= 1.950,0.060,WeakX =Y = Pale yellowZ = Colorless to slightly grayish,Unknown,Unknown,"As, P, Ba, Fe, Mg, Ca",Radioactive
Kassite,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Katayamalite,Minerals,B2/b,KLi3Ca7Ti2(SiO3)12(OH)2,Unknown,Monoclinic,PrismaticH-M symbol: 2/m,Unknown,White,"Tabular, common twinning",Unknown,Perfect on {001},Unknown,3.5 - 4,"Vitreous, pearly",White,Unknown,Unknown,Biaxial (+),nα= 1.670nβ= 1.671nγ= 1.677,Unknown,Unknown,Unknown,Unknown,Unknown,Radioactive
Kazakovite,Minerals,R3m,Na6Mn2+Ti(Si6O18),Unknown,Trigonal,Hexagonal scalenohedralH-M symbol: (3 2/m),Unknown,Pale yellow,Unknown,"Simple, complex, and polysynthetic twins, axis normal to (1124)",None,"Irregular/uneven, conchoidal",4,"Vitreous, greasy",White,Transparent,2.84,Uniaxial (−),nω= 1.648 – 1.650nε= 1.625 – 1.638,0.023,Unknown,Unknown,Unknown,"Al, Fe, Nb, Mg, Ca, K, P, H2O",Radioactive
Kegelite,Phyllosilicateminerals,Unknown,Pb8Al4Si8O20(SO4)2(CO3)4(OH)8,Unknown,MonoclinicUnknown space group,Unknown,Unknown,Colorless to white,Pseudohexagonal plates in spherical aggregates,Unknown,Perfect on {100},Unknown,no data,Vitreous,White,Transparent to translucent,4.5,Biaxial (-),n = 1.81 parallel to {100},Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Keilite,Sulfides,Fm3m(No. 225),81.91 gm,Unknown,Isometric,Hexoctahedral,Unknown,Unknown,Microscopic crystals,Unknown,Distinct/good,Unknown,Unknown,Metallic,Unknown,Opaque,3.958,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kenhsuite,Silphohalide mineral,Unknown,Hg3S2Cl2,Unknown,Orthorhombic,Unknown,Unknown,White or pale orange-pink to salmon-pink; darkening on exposure to light.,Acicular crystals,Unknown,Unknown,Unknown,2-3,Unknown,Unknown,Transparent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kermesite,Oxysulfide,P1,(Sb2S2O),Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,"Red to cherry red, purple","Acicular, fibrous, radial",Unknown,"Perfect {100}, parting on {010}",Brittle,1–2,Adamantine to semimetallic,Brownish red,"Translucent, Opaque",4.5–4.8+,Biaxial (+),nα = 2.720 nβ = 2.740 nγ = 2.740,Unknown,None,Unknown,Unknown,Unknown,Unknown
Kernite,Inoborates,P21/c,273.22 g/mol,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Colorless, white",Crystalline - occurs as well-formed coarse sized crystals,Unknown,"Perfect on [100] and [001], good on [201]",Splintery,2.5-3,Vitreous - pearly,White,Unknown,1.9 - 1.92,Biaxial (-),"nα=1.454, nβ=1.472, nγ=1.488",δ =0.0340,Unknown,Unknown,Unknown,Unknown,"Non-radioactive, non-fluorescent, non-magnetic"
Kesterite,Sulfide mineral,I4,"Cu2(Zn,Fe)SnS4",Unknown,Tetragonal,Disphenoidal (4)H-M symbol: (4),Unknown,Greenish black,"Massive, pseudocubic",Unknown,None,Unknown,4.5,Metallic,Black,Opaque,4.54–4.59 (meas.); 4.524 (calc.),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Keyite,Arsenate minerals,I2/a,"1,520.19 g/mol",Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,azure/ blue,"prismatic, tabular",Unknown,good (001) cleavage,Unknown,3.5 - 4,Unknown,light blue,translucent,Unknown,biaxial,"nα = 1.800, nβ, and nγ  = 1.870",0.070,"x: pale blue, y: greenish blue, z: deep blue",Unknown,Unknown,Unknown,Unknown
Khatyrkite,"Native element class, alloy",I4/mcm,"(Cu,Zn,Fe)Al2",Unknown,Tetragonal,Ditetragonal dipyramidal (4/mmm)H-M symbol: (4/m 2/m 2/m),Unknown,Gray-yellow (reflection),Prismatic crystals and intergrowths with cupalite,Unknown,"{100}, distinct",Unknown,5–6,Metallic,Dark gray,Opaque,4.42 (calculated),"Distinctly anisotropic, grayish yellow to brownish red",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kidwellite,Minerals,P2/c,"1,368.34",Unknown,Monoclinic,PrismaticH-M Symbol: 2/m,Unknown,"Greenish white, light green, greenish yellow, yellow",Unknown,Unknown,Perfect on {100},Splintery,3,"Resinous, waxy, silky, dull",Yellow,Translucent,3.04 – 3.3,Biaxial (−),nα= 1.787nβ= 1.800nγ= 1.805,0.018,None,Unknown,Unknown,"Aluminum, Copper, Arsenic",Unknown
Kieserite,Sulfate minerals,C2/c,MgSO4·H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Colorless, grayish-white or yellowish","Massive, granular; rarely as pyramidal crystals","Contact on {001}, polysynthetic about [110]",{110} and {111} perfect,Uneven,3.5,Vitreous to dull,White,Transparent to translucent,2.57,Biaxial (+),nα = 1.520 nβ = 1.533 nγ = 1.584,δ = 0.064,Unknown,Unknown,In water,Unknown,Unknown
Kinoite,Sorosilicate,P21/m,450amu,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Transparent deep blue,Unknown,Unknown,"excellent {010}, distinct {001} and {100}",Unknown,2+1⁄2,Vitreous,Unknown,Transparent,3.13 – 3.19,Biaxial (−),nα= 1.638 nβ= 1.665 nγ= 1.676,δ = 0.038,Strong,Unknown,Unknown,Unknown,Unknown
Kleinite,Minerals,Unknown,"(Hg2N)(Cl,SO4) · nH2O",Unknown,Hexagonal,Dihexagonal dipyramidal 6/mmm (6/m 2/m 2/m),Unknown,"Light to canary-yellow, orange","Short prismatic to equant crystals exhibiting prominent {1010}, {2021}, and {0001}",Unknown,"Uneven on {0001}, imperfect on {1010}",Unknown,3.5,Adamantine to greasy,Sulfur yellow,Transparent to translucent,7.9-8.0,Uniaxial (+) (Biaxial below 130 °C (biaxial negative) and uniaxial above 130 °C (uniaxial positive). Isotropic above ~ 190 °C),nω= 2.190 nε= 2.210,δ = 0.020,Unknown,Unknown,Unknown,Unknown,"Color deepens on exposure to daylight, original color returns in darkness"
Knebelite,Minerals,Unknown,"(Fe,Mn)2SiO4",Unknown,Orthorhombic,Unknown,Unknown,dark green,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Knorringite,"garnet,nesosilicate",Ia3d,Mg3Cr2(SiO4)3,Unknown,Cubic,Hexoctahedral (m3m)H-M symbol: (4/m32/m),Unknown,Bluish green,Massive and as minute grains,Unknown,None,Unknown,6–7,Vitreous,Unknown,Semitransparent,3.756,Isotropic,n = 1.803,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kobellite,Sulfide minerals,Pnnm(no. 58),"Pb22Cu4(Bi,Sb)30S69",Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kochite,SorosilicatesRosenbuschitegroup,P1,"(Na,Ca)3Ca2(Mn,Ca)ZrTi[(F,O)4(Si2O7)2]",Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,Colorless to light brown,Acicular to lath-shaped prismatic crystals,Unknown,{100} perfect,Uneven,5,Vitreous,White,Transparent,3.32,Biaxial (+),"nα=1.684, nβ=1.695, nγ=1.718",0.0340,"weak, colorless to pale brownish-yellow",Unknown,Unknown,Unknown,Unknown
Kogarkoite,Sulfate mineral,P21/m,Na3(SO4)F,Unknown,Monoclinic,Pyramidal (2/m)(sameH-M symbol),Unknown,"Colorless, pale sky-blue, pale pink, lilac","Tabular crystals, granular, earthy aggregates, pseudorhombohedral",Common,Unknown,Unknown,3.5,Vitreous to dull,White,Transparent to translucent,2.66,Biaxial (+),nα= 1.439 nβ= 1.439 nγ= 1.442,δ = 0.003,Unknown,Unknown,Slowly soluble in water,Unknown,Unknown
Kolbeckite,Phosphate minerals,P21/n,ScPO4·2H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kornerupine,Borosilicates,Cmcm,"(Mg,Fe2+)4(Al,Fe3+)6(SiO4,BO4)5(O,OH)2",Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,"Colorless, white, grey, greenish, bluish, brown, black","Prismatic crystals, radiating, massive, fibrous",Unknown,Good on {110},Unknown,6 to 7,Vitreous,White,Transparent to translucent and opaque,3.29–3.35,Biaxial (−),nα= 1.660 – 1.671 nβ= 1.673 – 1.683 nγ= 1.674 – 1.684,δ = 0.014,"X = colorless to green; Y = colorless, pale brownish yellow, pale yellowish green; Z = pale brownish green, green, light amber",Unknown,Unknown,Unknown,Unknown
Kosmochlor,Inosilicatemineral,C2/c,NaCr3+Si2O67,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Emerald-green,Prismatic crystals and fibrous aggregates,"Simple, lamellar on {100} and {001}",Good on {110} parting on {001},Unknown,6,Vitreous,Light green,Semitransparent,3.51-3.60,Biaxial (-),nα= 1.766 nγ= 1.781,δ = 0.015,"X = yellowish green; Y = blue-green, grass-green; Z = emerald-green",Unknown,Unknown,Unknown,Unknown
Kostovite,Telluride mineral,Pma2,AuCuTe4,Unknown,Orthorhombic,Pyramidal (mm2)H-M Symbol: (mm2),Unknown,Grayish white,Unknown,Fine lamellar,Distinct/good,Unknown,2 – 2.5,Metallic,Unknown,Opaque,7.94,Anisotropic,Unknown,Unknown,Visible,Unknown,Unknown,Unknown,Unknown
Köttigite,Arsenate mineral,C2/m,618.13 g/mol,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Crystals prismatic [001] and flattened {010}. Also in crusts with a crystalline surface and fibrous structure,Unknown,Perfect on {010},Fibrous fracture yields a silky lustre,2+1⁄2to 3,Unknown,Reddish-white to white,Translucent,3.33,Biaxial (+),nα= 1.622nβ= 1.638nγ=  1.671,δ = 0.049,"Visible. X, Y = colourless, Z = pale red.",Unknown,Soluble in acids,Unknown,Not fluorescent
Kovdorskite,Phosphate minerals,P21/n,Mg2PO4(OH)·3H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Translucent white to pale blue to bright pink,Rough prismatic,Unknown,Unknown,Conchoidal to uneven,4,Vitreous,Unknown,Unknown,"2.28 (measured), 2.30 (calculated)",Biaxial (-),nα= 1.527 nβ= 1.542 nγ= 1.549,δ = 0.022,Unknown,Unknown,Unknown,Unknown,Unknown
Kratochvílite,Organic mineral,OrthorhombicH-M symbol: (mm2)Space group:Pnam,C13H10,Unknown,Orthorhombic,Pyramidal (mmm),Unknown,White,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,White,Unknown,Unknown,Biaxial (+),nα= 1.578nβ= 1.663nγ= 1.919,δ = 0.341,Unknown,Unknown,Unknown,Unknown,Unknown
Kremersite,Minerals,Unknown,"(NH4,K)2FeCl5·H2O",Unknown,Unknown,Unknown,Unknown,"Ruby-red to red, brownish red",Unknown,Unknown,Unknown,Unknown,Unknown,Vitreous,Unknown,Translucent,2.175,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Krennerite,Telluride mineral,OrthorhombicH-M symbol: (mm2)Space group:Pma2,AuTe2to Au3AgTe8,Unknown,Orthorhombic,Pyramidal (mm2),Unknown,Silver white to brass yellow (tarnish?) – creamy white (polished section),Massivetocrystallinewith short striated prismatic crystals,Unknown,Perfect on {001},Subconchoidal – uneven,2.5,High metallic,greenish grey,opaque,8.62,Anisotrophism strong,Opaque,Unknown,weak,Unknown,Unknown,Unknown,Unknown
Krieselite,Minerals,Pnma,230.81 g/mol,Unknown,Orthorhombic,Dipyramidal (mmm)H-M symbol: (2/m 2/m 2/m),Unknown,Beige to white,Isotypic with topaz,Unknown,Unknown,Unknown,5+1⁄2-6+1⁄2,Greasy,White,Unknown,Unknown,Biaxial,NCalc= 1.81,δ = 0.000,Unknown,Unknown,Unknown,Unknown,Unknown
Kröhnkite,Sulfate mineral,P21/c,Na2Cu(SO4)2•2H2O,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,"Blue, dark sky blue, greenish blue, yellowish green","Encrustations (on matrix), fibrous, massive","Common, sometimes heart-shaped","Perfect {010}, good (011), very imperfect {101}",Conchoidal,2.5 – 3.0,Vitreous,White,Transparent,2.92,Biaxial (-),nα= 1.544 nβ= 1.578 nγ= 1.601,0.057,Unknown,Unknown,Readily soluble in water,Unknown,Unknown
Krotite,Oxide mineral,P21/n,CaAl2O4,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Colorless,Unknown,Unknown,Unknown,Unknown,6.5,Vitreous,White,Transparent,2.94,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kruťaite,Selenide minerals,IsometricSpace group:Pa3,CuSe2,Unknown,Cubic,Diploidal (m3)H-M symbol: (2/m3),Unknown,Grey,Often found as inclusions or octahedral crystals.,Unknown,Good,Unknown,4,Metallic,Dark grey,Opaque,6.53 (calculated),Unknown,Unknown,Unknown,Unknown,Unknown,Insoluble,"Co, Ni, Fe, Hg",Unknown
Krutovite,Arsenide mineral,IsometricH-M symbol: (23)Space group:P213,NiAs2,Unknown,Cubic,Tetartoidal (23),Unknown,"grayish white, bright white with a rose tint in polished section","Granular, intergrown with other sulfides",Unknown,not observed,Conchoidal,5.5,metallic,Unknown,Opaque,7.08–7.12 calculated,Unknown,Unknown,Unknown,None,Unknown,Unknown,Unknown,Unknown
Kukharenkoite-(Ce),Carbonate minerals,P21/m,Ba2CeF(CO3)3,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kuratite,Inosilicates,P1,Ca2(Fe2+5Ti)O2[Si4Al2O18],Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kurnakovite,Nesoborates,P1,MgB3O3(OH)5·5H2O,Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,White; colorless in transmitted light,Aggregates of prismatic crystals,Twinning uncommon,Poor to indistinct on {010},Unknown,2+1⁄2– 3,Vitreous,White,Transparent to translucent,1.847 – 1.852,Biaxial (-),nα= 1.488 – 1.491 nβ= 1.508 – 1.510 nγ= 1.515 – 1.525,δ = 0.027 – 0.034,Unknown,Unknown,Unknown,Unknown,Unknown
Kutnohorite,Carbonate mineral,R3,215.0 g/mol (end member),Unknown,Trigonal,Rhombohedral (3)H-M symbol: (3),Unknown,"White, pale pink or light brown",Aggregates of bundled bladed crystals,Unknown,Perfect on {1011},Subconchoidal,3.5–4,Vitreous to dull,White to pale pink,Translucent,3.12,Uniaxial (−),"no= 1.710–1.727,ne= 1.519–1.535",0.191–0.192,Unknown,Unknown,Soluble in acids,Unknown,Unknown
Kyanite,Nesosilicate,P1,Al2SiO5,Unknown,Triclinic,Pinacoidal (1)(sameH-M symbol),Unknown,"Blue, white, rarely green, light gray to gray, rarely yellow, pink, orange, and black, can be zoned",Columnar; fibrous; bladed,Lamellar on {100},[100] perfect [010] imperfect with 79° angle between,Splintery,4.5–5 parallel to one axis6.5–7 perpendicular to that axis,Vitreous to white,White,Transparent to translucent,3.53–3.65 measured; 3.67 calculated,Biaxial (-); highrelief,nα= 1.712 – 1.718 nβ= 1.720 – 1.725 nγ= 1.727 – 1.734,δ = 0.012 – 0.016,"Trichroic, colorless to pale blue to blue",Unknown,Unknown,Unknown,Unknown
Kyawthuite,Oxide mineral,I2/c,BiSbO4,Unknown,Monoclinic,Prismatic (2/m)(sameH-M symbol),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5⁠1/2⁠,Unknown,Unknown,Unknown,8.256,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
